"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02402V02895","Type of Building and Construction","UNIT","VALUE"
"BEQ04C02","Volume of Production Index in Building and Construction","20051","2005Q1","112","Non-residential building","Base 2015=100","131.317804297082"
"BEQ04C02","Volume of Production Index in Building and Construction","20051","2005Q1","12","Civil engineering","Base 2015=100","119.535465377459"
"BEQ04C02","Volume of Production Index in Building and Construction","20052","2005Q2","-","All building and construction","Base 2015=100","346.44230346926"
"BEQ04C02","Volume of Production Index in Building and Construction","20052","2005Q2","11","Building (excluding civil engineering)","Base 2015=100","442.681351189664"
"BEQ04C02","Volume of Production Index in Building and Construction","20052","2005Q2","111","Residential building","Base 2015=100","859.981553788882"
"BEQ04C02","Volume of Production Index in Building and Construction","20052","2005Q2","112","Non-residential building","Base 2015=100","145.640221777173"
"BEQ04C02","Volume of Production Index in Building and Construction","20052","2005Q2","12","Civil engineering","Base 2015=100","135.039164592706"
"BEQ04C02","Volume of Production Index in Building and Construction","20053","2005Q3","-","All building and construction","Base 2015=100","350.287589711815"
"BEQ04C02","Volume of Production Index in Building and Construction","20053","2005Q3","11","Building (excluding civil engineering)","Base 2015=100","434.662000739379"
"BEQ04C02","Volume of Production Index in Building and Construction","20053","2005Q3","111","Residential building","Base 2015=100","828.888236469644"
"BEQ04C02","Volume of Production Index in Building and Construction","20053","2005Q3","112","Non-residential building","Base 2015=100","153.976430265145"
"BEQ04C02","Volume of Production Index in Building and Construction","20053","2005Q3","12","Civil engineering","Base 2015=100","165.174497498902"
"BEQ04C02","Volume of Production Index in Building and Construction","20054","2005Q4","-","All building and construction","Base 2015=100","345.894904602857"
"BEQ04C02","Volume of Production Index in Building and Construction","20054","2005Q4","11","Building (excluding civil engineering)","Base 2015=100","430.063603512214"
"BEQ04C02","Volume of Production Index in Building and Construction","20054","2005Q4","111","Residential building","Base 2015=100","800.455910997857"
"BEQ04C02","Volume of Production Index in Building and Construction","20054","2005Q4","112","Non-residential building","Base 2015=100","166.256856350828"
"BEQ04C02","Volume of Production Index in Building and Construction","20054","2005Q4","12","Civil engineering","Base 2015=100","161.215831637009"
"BEQ04C02","Volume of Production Index in Building and Construction","20061","2006Q1","-","All building and construction","Base 2015=100","340.3996476035"
"BEQ04C02","Volume of Production Index in Building and Construction","20061","2006Q1","11","Building (excluding civil engineering)","Base 2015=100","424.638378751191"
"BEQ04C02","Volume of Production Index in Building and Construction","20061","2006Q1","111","Residential building","Base 2015=100","796.361661359665"
"BEQ04C02","Volume of Production Index in Building and Construction","20061","2006Q1","112","Non-residential building","Base 2015=100","159.912831962165"
"BEQ04C02","Volume of Production Index in Building and Construction","20061","2006Q1","12","Civil engineering","Base 2015=100","155.538636466118"
"BEQ04C02","Volume of Production Index in Building and Construction","20062","2006Q2","-","All building and construction","Base 2015=100","346.877276623175"
"BEQ04C02","Volume of Production Index in Building and Construction","20062","2006Q2","11","Building (excluding civil engineering)","Base 2015=100","433.946113797471"
"BEQ04C02","Volume of Production Index in Building and Construction","20062","2006Q2","111","Residential building","Base 2015=100","823.328623832417"
"BEQ04C02","Volume of Production Index in Building and Construction","20062","2006Q2","112","Non-residential building","Base 2015=100","156.689880855826"
"BEQ04C02","Volume of Production Index in Building and Construction","20062","2006Q2","12","Civil engineering","Base 2015=100","155.781382464577"
"BEQ04C02","Volume of Production Index in Building and Construction","20063","2006Q3","-","All building and construction","Base 2015=100","337.252947138766"
"BEQ04C02","Volume of Production Index in Building and Construction","20063","2006Q3","11","Building (excluding civil engineering)","Base 2015=100","415.964145162416"
"BEQ04C02","Volume of Production Index in Building and Construction","20063","2006Q3","111","Residential building","Base 2015=100","784.829032432047"
"BEQ04C02","Volume of Production Index in Building and Construction","20063","2006Q3","112","Non-residential building","Base 2015=100","153.296860137059"
"BEQ04C02","Volume of Production Index in Building and Construction","20063","2006Q3","12","Civil engineering","Base 2015=100","164.615877660299"
"BEQ04C02","Volume of Production Index in Building and Construction","20064","2006Q4","-","All building and construction","Base 2015=100","371.033551460534"
"BEQ04C02","Volume of Production Index in Building and Construction","20064","2006Q4","11","Building (excluding civil engineering)","Base 2015=100","459.150730987772"
"BEQ04C02","Volume of Production Index in Building and Construction","20064","2006Q4","111","Residential building","Base 2015=100","875.498149716287"
"BEQ04C02","Volume of Production Index in Building and Construction","20064","2006Q4","112","Non-residential building","Base 2015=100","162.714662633899"
"BEQ04C02","Volume of Production Index in Building and Construction","20064","2006Q4","12","Civil engineering","Base 2015=100","177.734481436539"
"BEQ04C02","Volume of Production Index in Building and Construction","20071","2007Q1","-","All building and construction","Base 2015=100","300.156518832456"
"BEQ04C02","Volume of Production Index in Building and Construction","20071","2007Q1","11","Building (excluding civil engineering)","Base 2015=100","362.010985197051"
"BEQ04C02","Volume of Production Index in Building and Construction","20071","2007Q1","111","Residential building","Base 2015=100","652.013576619012"
"BEQ04C02","Volume of Production Index in Building and Construction","20071","2007Q1","112","Non-residential building","Base 2015=100","155.354871384752"
"BEQ04C02","Volume of Production Index in Building and Construction","20071","2007Q1","12","Civil engineering","Base 2015=100","164.66304356333"
"BEQ04C02","Volume of Production Index in Building and Construction","20072","2007Q2","-","All building and construction","Base 2015=100","323.163613601868"
"BEQ04C02","Volume of Production Index in Building and Construction","20072","2007Q2","11","Building (excluding civil engineering)","Base 2015=100","392.428747747892"
"BEQ04C02","Volume of Production Index in Building and Construction","20072","2007Q2","111","Residential building","Base 2015=100","720.030945525092"
"BEQ04C02","Volume of Production Index in Building and Construction","20072","2007Q2","112","Non-residential building","Base 2015=100","159.048239617753"
"BEQ04C02","Volume of Production Index in Building and Construction","20072","2007Q2","12","Civil engineering","Base 2015=100","171.373578832305"
"BEQ04C02","Volume of Production Index in Building and Construction","20073","2007Q3","-","All building and construction","Base 2015=100","291.880817354658"
"BEQ04C02","Volume of Production Index in Building and Construction","20073","2007Q3","11","Building (excluding civil engineering)","Base 2015=100","347.140318799778"
"BEQ04C02","Volume of Production Index in Building and Construction","20073","2007Q3","111","Residential building","Base 2015=100","606.372851183002"
"BEQ04C02","Volume of Production Index in Building and Construction","20073","2007Q3","112","Non-residential building","Base 2015=100","162.312474826095"
"BEQ04C02","Volume of Production Index in Building and Construction","20073","2007Q3","12","Civil engineering","Base 2015=100","170.949763562212"
"BEQ04C02","Volume of Production Index in Building and Construction","20074","2007Q4","-","All building and construction","Base 2015=100","292.648049361256"
"BEQ04C02","Volume of Production Index in Building and Construction","20074","2007Q4","11","Building (excluding civil engineering)","Base 2015=100","346.054976958808"
"BEQ04C02","Volume of Production Index in Building and Construction","20074","2007Q4","111","Residential building","Base 2015=100","602.89718401853"
"BEQ04C02","Volume of Production Index in Building and Construction","20074","2007Q4","112","Non-residential building","Base 2015=100","162.922536644052"
"BEQ04C02","Volume of Production Index in Building and Construction","20074","2007Q4","12","Civil engineering","Base 2015=100","175.822804440603"
